Name,accession,length,description,db_letters,db_entries,num_hits,hit1_name,hit1_length,hit1_accession,hit1_description,hit1_algorithm,hit1_raw_score,hit1_significance,hit1_bits,hit1_num_hsps,hit1_locus,hit2_name,hit2_length,hit2_accession,hit2_description,hit2_algorithm,hit2_raw_score,hit2_significance,hit2_bits,hit2_num_hsps,hit2_locus,hit3_name,hit3_length,hit3_accession,hit3_description,hit3_algorithm,hit3_raw_score,hit3_significance,hit3_bits,hit3_num_hsps,hit3_locus,hit4_name,hit4_length,hit4_accession,hit4_description,hit4_algorithm,hit4_raw_score,hit4_significance,hit4_bits,hit4_num_hsps,hit4_locus,hit5_name,hit5_length,hit5_accession,hit5_description,hit5_algorithm,hit5_raw_score,hit5_significance,hit5_bits,hit5_num_hsps,hit5_locus,hit6_name,hit6_length,hit6_accession,hit6_description,hit6_algorithm,hit6_raw_score,hit6_significance,hit6_bits,hit6_num_hsps,hit6_locus,hit7_name,hit7_length,hit7_accession,hit7_description,hit7_algorithm,hit7_raw_score,hit7_significance,hit7_bits,hit7_num_hsps,hit7_locus,hit8_name,hit8_length,hit8_accession,hit8_description,hit8_algorithm,hit8_raw_score,hit8_significance,hit8_bits,hit8_num_hsps,hit8_locus,hit9_name,hit9_length,hit9_accession,hit9_description,hit9_algorithm,hit9_raw_score,hit9_significance,hit9_bits,hit9_num_hsps,hit9_locus,hit10_name,hit10_length,hit10_accession,hit10_description,hit10_algorithm,hit10_raw_score,hit10_significance,hit10_bits,hit10_num_hsps,hit10_locus,hit11_name,hit11_length,hit11_accession,hit11_description,hit11_algorithm,hit11_raw_score,hit11_significance,hit11_bits,hit11_num_hsps,hit11_locus,hit12_name,hit12_length,hit12_accession,hit12_description,hit12_algorithm,hit12_raw_score,hit12_significance,hit12_bits,hit12_num_hsps,hit12_locus,hit13_name,hit13_length,hit13_accession,hit13_description,hit13_algorithm,hit13_raw_score,hit13_significance,hit13_bits,hit13_num_hsps,hit13_locus,hit14_name,hit14_length,hit14_accession,hit14_description,hit14_algorithm,hit14_raw_score,hit14_significance,hit14_bits,hit14_num_hsps,hit14_locus,hit15_name,hit15_length,hit15_accession,hit15_description,hit15_algorithm,hit15_raw_score,hit15_significance,hit15_bits,hit15_num_hsps,hit15_locus,hit16_name,hit16_length,hit16_accession,hit16_description,hit16_algorithm,hit16_raw_score,hit16_significance,hit16_bits,hit16_num_hsps,hit16_locus
067147_200,067147_200,135,,2147483647,10243453,20,gb|DQ071523.1|,1499,DQ071523,"Uncultured bacterium clone TuCc31 16S ribosom",BLASTN,268,7e-69,268,1,,gb|DQ793763.1|,1393,DQ793763,"Uncultured bacterium clone RL246_aai76h08 16S",BLASTN,268,7e-69,268,1,,dbj|AB075664.1|,515,AB075664,"Uncultured chicken cecal bacterium gene for 1",BLASTN,268,7e-69,268,1,,gb|DQ327335.1|,1354,DQ327335,"Uncultured bacterium clone E884 16S ribosomal",BLASTN,268,7e-69,268,1,,gb|DQ455880.1|,1300,DQ455880,"Uncultured bacterium clone CFT19F11 16S ribos",BLASTN,264,1e-67,264,1,,gb|GQ897937.1|,1492,GQ897937,"Uncultured bacterium clone A4-36 16S ribosoma",BLASTN,260,2e-66,260,1,,gb|GQ897769.1|,1492,GQ897769,"Uncultured bacterium clone A3-53 16S ribosoma",BLASTN,260,2e-66,260,1,,gb|GQ897677.1|,1491,GQ897677,"Uncultured bacterium clone A2-178 16S ribosom",BLASTN,260,2e-66,260,1,,gb|GQ897593.1|,1492,GQ897593,"Uncultured bacterium clone A2-72 16S ribosoma",BLASTN,260,2e-66,260,1,,gb|GQ897538.1|,1492,GQ897538,"Uncultured bacterium clone A2-12 16S ribosoma",BLASTN,260,2e-66,260,1,,gb|GQ897509.1|,0,GQ897509,"Uncultured bacterium clone A1-203 16S ribosom",BLASTN,260,2e-66,,0,,gb|GQ897505.1|,0,GQ897505,"Uncultured bacterium clone A1-199 16S ribosom",BLASTN,260,2e-66,,0,,gb|GQ897501.1|,0,GQ897501,"Uncultured bacterium clone A1-195 16S ribosom",BLASTN,260,2e-66,,0,,gb|GQ897497.1|,0,GQ897497,"Uncultured bacterium clone A1-191 16S ribosom",BLASTN,260,2e-66,,0,,gb|GQ897492.1|,0,GQ897492,"Uncultured bacterium clone A1-185 16S ribosom",BLASTN,260,2e-66,,0,,gb|GQ897463.1|,0,GQ897463,"Uncultured bacterium clone A1-155 16S ribosom",BLASTN,260,2e-66,,0,
030746_177,030746_177,138,,2147483647,10243453,20,emb|FP082728.1|,995,FP082728,"16S rDNA sequence amplified from human fecal ",BLASTN,258,6e-66,258,1,,gb|EU779320.1|,1391,EU779320,"Uncultured bacterium clone VWP_aaa04f07 16S r",BLASTN,258,6e-66,258,1,,emb|AM275604.2|,1484,AM275604,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,258,6e-66,258,1,,gb|FJ036748.1|,140,FJ036748,"Uncultured bacterium clone U000034453 16S rib",BLASTN,232,4e-58,232,1,,gb|EU636512.1|,637,EU636512,"Uncultured bacterium clone AgariciaC31clH10 1",BLASTN,228,6e-57,228,1,,gb|GQ487746.1|,919,GQ487746,"Uncultured bacterium clone GB062005_1-11 16S ",BLASTN,220,1e-54,220,1,,emb|CU924974.1|,1345,CU924974,"Uncultured Firmicutes bacterium 16S rRNA gene",BLASTN,220,1e-54,220,1,,dbj|AB494319.1|,1148,AB494319,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,220,1e-54,220,1,,dbj|AB486418.1|,1351,AB486418,"Uncultured bacterium gene for 16S ribosomal R",BLASTN,220,1e-54,220,1,,emb|FM956889.1|,900,FM956889,"Uncultured bacterium partial 16s rRNA gene, c",BLASTN,220,1e-54,220,1,,emb|FM956867.1|,0,FM956867,"Uncultured bacterium partial 16s rRNA gene, c",BLASTN,220,1e-54,,0,,emb|FM956854.1|,0,FM956854,"Uncultured bacterium partial 16s rRNA gene, c",BLASTN,220,1e-54,,0,,emb|FM956849.1|,0,FM956849,"Uncultured bacterium partial 16s rRNA gene, c",BLASTN,220,1e-54,,0,,emb|FM956827.1|,0,FM956827,"Uncultured bacterium partial 16s rRNA gene, c",BLASTN,220,1e-54,,0,,emb|FM956806.1|,0,FM956806,"Uncultured bacterium partial 16s rRNA gene, c",BLASTN,220,1e-54,,0,,gb|FJ032987.1|,0,FJ032987,"Uncultured bacterium clone U000004460 16S rib",BLASTN,220,1e-54,,0,
009249_163,009249_163,135,,2147483647,10243453,20,gb|AF429367.1|,702,AF429367,"Uncultured bacterium CCAJG39 16S ribosomal RN",BLASTN,264,1e-67,264,1,,gb|EF176836.1|,658,EF176836,"Uncultured Clostridiales bacterium clone TaHc",BLASTN,260,2e-66,260,1,,dbj|AB491723.1|,1422,AB491723,"Uncultured bacterium gene for 16S ribosomal R",BLASTN,252,4e-64,252,1,,dbj|AB234510.1|,1405,AB234510,"Uncultured Clostridiales bacterium gene for 1",BLASTN,252,4e-64,252,1,,gb|GQ448670.1|,1363,GQ448670,"Uncultured bacterium clone calf784_10wks_grp2",BLASTN,244,9e-62,244,1,,gb|EU794101.1|,1429,EU794101,"Uncultured Ruminococcaceae bacterium clone EM",BLASTN,244,9e-62,244,1,,gb|EU777523.1|,1255,EU777523,"Uncultured bacterium clone orang1_f04 16S rib",BLASTN,244,9e-62,244,1,,gb|EU777365.1|,1388,EU777365,"Uncultured bacterium clone orang1_aai54g03 16",BLASTN,244,9e-62,244,1,,gb|EU777192.1|,1322,EU777192,"Uncultured bacterium clone OK1_d05_2 16S ribo",BLASTN,244,9e-62,244,1,,gb|EU777057.1|,1265,EU777057,"Uncultured bacterium clone OK3_h02 16S riboso",BLASTN,244,9e-62,244,1,,gb|EU774764.1|,0,EU774764,"Uncultured bacterium clone EAC_1aaa04a07 16S ",BLASTN,244,9e-62,,0,,gb|EU774699.1|,0,EU774699,"Uncultured bacterium clone EAC_1aaa02d02 16S ",BLASTN,244,9e-62,,0,,gb|EU772506.1|,0,EU772506,"Uncultured bacterium clone BAZ_aah92g11 16S r",BLASTN,244,9e-62,,0,,gb|EU771471.1|,0,EU771471,"Uncultured bacterium clone AFBAB_aai02c06 16S",BLASTN,244,9e-62,,0,,gb|EU474591.1|,0,EU474591,"Uncultured bacterium clone BHSD_aaa03d02 16S ",BLASTN,244,9e-62,,0,,gb|EU472416.1|,0,EU472416,"Uncultured bacterium clone EAC_1aaa01b01 16S ",BLASTN,244,9e-62,,0,
062760_166,062760_166,155,,2147483647,10243453,20,gb|FJ959620.1|,1396,FJ959620,"Uncultured bacterium clone D896_220 16S ribos",BLASTN,299,2e-78,299,1,,gb|FJ959576.1|,1395,FJ959576,"Uncultured bacterium clone D896_169 16S ribos",BLASTN,299,2e-78,299,1,,emb|FP076755.1|,1019,FP076755,"16S rDNA sequence amplified from human fecal ",BLASTN,299,2e-78,299,1,,emb|FP084771.1|,1017,FP084771,"16S rDNA sequence amplified from human fecal ",BLASTN,299,2e-78,299,1,,gb|GQ448978.1|,1270,GQ448978,"Uncultured bacterium clone calf783_2wks_grp3_",BLASTN,299,2e-78,299,1,,gb|GQ448963.1|,1285,GQ448963,"Uncultured bacterium clone calf783_2wks_grp1_",BLASTN,299,2e-78,299,1,,gb|GQ448328.1|,1395,GQ448328,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,299,2e-78,299,1,,gb|GQ448319.1|,1394,GQ448319,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,299,2e-78,299,1,,gb|GQ448282.1|,918,GQ448282,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,299,2e-78,299,1,,gb|GQ448281.1|,1395,GQ448281,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,299,2e-78,299,1,,gb|GQ285988.1|,0,GQ285988,"Uncultured bacterium clone OF2A07 16S ribosom",BLASTN,299,2e-78,,0,,gb|FJ596690.1|,0,FJ596690,"Uncultured Bacteroidales bacterium clone LGIL",BLASTN,299,2e-78,,0,,gb|GQ175505.1|,0,GQ175505,"Uncultured bacterium clone cc_233 16S ribosom",BLASTN,299,2e-78,,0,,gb|GQ175394.1|,0,GQ175394,"Uncultured bacterium clone cc_40 16S ribosoma",BLASTN,299,2e-78,,0,,gb|FJ651384.1|,0,FJ651384,"Uncultured Bacteroidetes bacterium clone OB_6",BLASTN,299,2e-78,,0,,gb|FJ651361.1|,0,FJ651361,"Uncultured Bacteroidetes bacterium clone OB_4",BLASTN,299,2e-78,,0,
070760_197,070760_197,133,,2147483647,10243453,20,gb|FJ452493.1|,732,FJ452493,"Uncultured bacterium clone nw2_HZ0B12 16S rib",BLASTN,250,2e-63,250,1,,gb|AY991640.1|,1276,AY991640,"Uncultured bacterium clone C11_L151 16S ribos",BLASTN,250,2e-63,250,1,,gb|FJ452647.1|,659,FJ452647,"Uncultured bacterium clone nw2_HZ3F07 16S rib",BLASTN,248,6e-63,248,1,,gb|FJ452606.1|,703,FJ452606,"Uncultured bacterium clone nw2_HZ3G10 16S rib",BLASTN,248,6e-63,248,1,,gb|FJ452425.1|,679,FJ452425,"Uncultured bacterium clone nw1_HZ7A01 16S rib",BLASTN,248,6e-63,248,1,,gb|FJ452375.1|,663,FJ452375,"Uncultured bacterium clone nw1_HZ9H10 16S rib",BLASTN,248,6e-63,248,1,,emb|FN563320.1|,1451,FN563320,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,246,2e-62,246,1,,emb|FN563297.1|,1458,FN563297,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,246,2e-62,246,1,,emb|FN563290.1|,1451,FN563290,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,246,2e-62,246,1,,emb|FN563288.1|,1442,FN563288,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,246,2e-62,246,1,,emb|FN563282.1|,0,FN563282,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,246,2e-62,,0,,gb|GQ898846.1|,0,GQ898846,"Uncultured bacterium clone S4-203 16S ribosom",BLASTN,246,2e-62,,0,,gb|GQ898845.1|,0,GQ898845,"Uncultured bacterium clone S4-202 16S ribosom",BLASTN,246,2e-62,,0,,gb|GQ898765.1|,0,GQ898765,"Uncultured bacterium clone S4-121 16S ribosom",BLASTN,246,2e-62,,0,,gb|GQ898758.1|,0,GQ898758,"Uncultured bacterium clone S4-94 16S ribosoma",BLASTN,246,2e-62,,0,,gb|GQ898705.1|,0,GQ898705,"Uncultured bacterium clone S4-39 16S ribosoma",BLASTN,246,2e-62,,0,
076913_245,076913_245,161,,2147483647,10243453,20,gb|FJ368380.1|,1343,FJ368380,"Uncultured bacterium clone TS3_a03f09 16S rib",BLASTN,303,1e-79,303,1,,gb|FJ368227.1|,1352,FJ368227,"Uncultured bacterium clone TS3_a01g03 16S rib",BLASTN,303,1e-79,303,1,,gb|FJ368196.1|,1352,FJ368196,"Uncultured bacterium clone TS3_a01d03 16S rib",BLASTN,303,1e-79,303,1,,gb|FJ367777.1|,1352,FJ367777,"Uncultured bacterium clone TS2_a03e03 16S rib",BLASTN,303,1e-79,303,1,,gb|FJ367071.1|,782,FJ367071,"Uncultured bacterium clone TS28_a03b10 16S ri",BLASTN,303,1e-79,303,1,,gb|FJ363794.1|,1352,FJ363794,"Uncultured bacterium clone TS14_a03d08 16S ri",BLASTN,303,1e-79,303,1,,gb|FJ362725.1|,1352,FJ362725,"Uncultured bacterium clone TS13_a02d06 16S ri",BLASTN,303,1e-79,303,1,,gb|EU462997.1|,1384,EU462997,"Uncultured bacterium clone arma_aaj56c10 16S ",BLASTN,303,1e-79,303,1,,gb|EF703993.1|,747,EF703993,"Uncultured Mollicutes bacterium clone MS110A1",BLASTN,303,1e-79,303,1,,emb|AM275415.2|,1477,AM275415,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,303,1e-79,303,1,,gb|DQ805036.1|,0,DQ805036,"Uncultured bacterium clone RL385_aao84d03 16S",BLASTN,303,1e-79,,0,,gb|DQ803943.1|,0,DQ803943,"Uncultured bacterium clone RL200_aai60c02 16S",BLASTN,303,1e-79,,0,,gb|DQ802320.1|,0,DQ802320,"Uncultured bacterium clone RL188_aah16a05 16S",BLASTN,303,1e-79,,0,,gb|DQ799649.1|,0,DQ799649,"Uncultured bacterium clone RL305aal88f10 16S ",BLASTN,303,1e-79,,0,,dbj|AB262677.1|,0,AB262677,"Clostridium sp. EG1 gene for 16S ribosomal RN",BLASTN,303,1e-79,,0,,gb|EF071374.1|,0,EF071374,"Uncultured Firmicutes bacterium clone M0023_1",BLASTN,303,1e-79,,0,
068235_238,068235_238,137,,2147483647,10243453,20,gb|DQ456207.1|,1439,DQ456207,"Uncultured bacterium clone CFT29F5 16S riboso",BLASTN,256,3e-65,256,1,,gb|GQ175486.1|,1435,GQ175486,"Uncultured bacterium clone cc_200 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175469.1|,1435,GQ175469,"Uncultured bacterium clone cc_167 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175454.1|,1435,GQ175454,"Uncultured bacterium clone cc_136 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175444.1|,1449,GQ175444,"Uncultured bacterium clone cc_117 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175438.1|,1437,GQ175438,"Uncultured bacterium clone cc_108 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175420.1|,1435,GQ175420,"Uncultured bacterium clone cc_83 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175416.1|,1435,GQ175416,"Uncultured bacterium clone cc_75 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175399.1|,1431,GQ175399,"Uncultured bacterium clone cc_46 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175395.1|,1437,GQ175395,"Uncultured bacterium clone cc_41 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175392.1|,0,GQ175392,"Uncultured bacterium clone cc_38 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175391.1|,0,GQ175391,"Uncultured bacterium clone cc_37 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175383.1|,0,GQ175383,"Uncultured bacterium clone cc_26 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175373.1|,0,GQ175373,"Uncultured bacterium clone cc_12 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175372.1|,0,GQ175372,"Uncultured bacterium clone cc_11 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175367.1|,0,GQ175367,"Uncultured bacterium clone cc_3 16S ribosomal",BLASTN,240,1e-60,,0,
065319_180,065319_180,135,,2147483647,10243453,20,gb|GQ175385.1|,1456,GQ175385,"Uncultured bacterium clone cc_28 16S ribosoma",BLASTN,254,1e-64,254,1,,gb|GQ175376.1|,1456,GQ175376,"Uncultured bacterium clone cc_16 16S ribosoma",BLASTN,254,1e-64,254,1,,gb|DQ342330.1|,1514,DQ342330,"Uncultured bacterium clone BY3 16S ribosomal ",BLASTN,254,1e-64,254,1,,gb|DQ057422.1|,1460,DQ057422,"Uncultured bacterium clone oc84 16S ribosomal",BLASTN,254,1e-64,254,1,,gb|GQ502557.1|,1409,GQ502557,"Uncultured Firmicutes bacterium clone Cf4-75 ",BLASTN,246,2e-62,246,1,,emb|FP081205.1|,1003,FP081205,"16S rDNA sequence amplified from human fecal ",BLASTN,246,2e-62,246,1,,emb|FP080630.1|,1003,FP080630,"16S rDNA sequence amplified from human fecal ",BLASTN,246,2e-62,246,1,,emb|FP080537.1|,1003,FP080537,"16S rDNA sequence amplified from human fecal ",BLASTN,246,2e-62,246,1,,gb|GQ448721.1|,1394,GQ448721,"Uncultured bacterium clone calf784_10wks_grp2",BLASTN,246,2e-62,246,1,,gb|GQ300175.1|,664,GQ300175,"Uncultured bacterium clone 16saw68-3a11.w2k 1",BLASTN,246,2e-62,246,1,,gb|GQ300174.1|,0,GQ300174,"Uncultured bacterium clone 16saw68-2d06.w2k 1",BLASTN,246,2e-62,,0,,gb|GQ300173.1|,0,GQ300173,"Uncultured bacterium clone 16saw68-2b05.w2k 1",BLASTN,246,2e-62,,0,,gb|FJ825494.1|,0,FJ825494,"Uncultured bacterium clone 189_BE5_14 16S rib",BLASTN,246,2e-62,,0,,gb|FJ837447.1|,0,FJ837447,"Uncultured bacterium clone YO00360E05 16S rib",BLASTN,246,2e-62,,0,,gb|FJ837354.1|,0,FJ837354,"Uncultured bacterium clone YO00348C01 16S rib",BLASTN,246,2e-62,,0,,gb|FJ837062.1|,0,FJ837062,"Uncultured bacterium clone YO00375D07 16S rib",BLASTN,246,2e-62,,0,
023620_202,023620_202,138,,2147483647,10243453,20,gb|DQ809159.1|,1291,DQ809159,"Uncultured bacterium clone RL308_aal82e11 16S",BLASTN,242,4e-61,242,1,,emb|FP077172.1|,1002,FP077172,"16S rDNA sequence amplified from human fecal ",BLASTN,228,6e-57,228,1,,emb|FP075204.1|,1002,FP075204,"16S rDNA sequence amplified from human fecal ",BLASTN,228,6e-57,228,1,,gb|GQ448426.1|,1369,GQ448426,"Uncultured bacterium clone calf783_10wks_grp1",BLASTN,228,6e-57,228,1,,gb|GQ175371.1|,1438,GQ175371,"Uncultured bacterium clone cc_10 16S ribosoma",BLASTN,228,6e-57,228,1,,gb|GQ047255.1|,1335,GQ047255,"Uncultured bacterium clone nbw1010e12c1 16S r",BLASTN,228,6e-57,228,1,,gb|FJ371716.1|,1341,FJ371716,"Uncultured bacterium clone TS8_a01d09 16S rib",BLASTN,228,6e-57,228,1,,gb|FJ366106.1|,1342,FJ366106,"Uncultured bacterium clone TS25_a02g06 16S ri",BLASTN,228,6e-57,228,1,,gb|EU768650.1|,1335,EU768650,"Uncultured bacterium clone C5_396 16S small s",BLASTN,228,6e-57,228,1,,gb|EU768646.1|,1335,EU768646,"Uncultured bacterium clone C5_542 16S small s",BLASTN,228,6e-57,228,1,,gb|EU768506.1|,0,EU768506,"Uncultured bacterium clone C5_223 16S small s",BLASTN,228,6e-57,,0,,gb|EU765542.1|,0,EU765542,"Uncultured bacterium clone B3_117 16S small s",BLASTN,228,6e-57,,0,,gb|EU778791.1|,0,EU778791,"Uncultured bacterium clone SBSD_aaa01a10_1 16",BLASTN,228,6e-57,,0,,gb|EU778715.1|,0,EU778715,"Uncultured bacterium clone SBSD_aaa01a10 16S ",BLASTN,228,6e-57,,0,,gb|EU461644.1|,0,EU461644,"Uncultured bacterium clone ML_aaj26b08 16S ri",BLASTN,228,6e-57,,0,,gb|EU201857.1|,0,EU201857,"Uncultured bacterium clone S06SD995 16S ribos",BLASTN,228,6e-57,,0,
073689_159,073689_159,138,,2147483647,10243453,20,gb|GQ448104.1|,1386,GQ448104,"Uncultured bacterium clone calf32_6wks_grp5_G",BLASTN,220,1e-54,220,1,,gb|AY994043.1|,1620,AY994043,"Uncultured bacterium clone 204-2 small subuni",BLASTN,200,1e-48,200,1,,emb|AM419121.1|,174,AM419121,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,196,2e-47,196,1,,gb|GQ451249.1|,1524,GQ451249,"Uncultured bacterium clone J178 16S ribosomal",BLASTN,186,2e-44,186,1,,gb|EU460100.1|,1402,EU460100,"Uncultured bacterium clone COL_aai14f03 16S r",BLASTN,184,8e-44,184,1,,gb|EU460098.1|,1403,EU460098,"Uncultured bacterium clone COL_aai14e09 16S r",BLASTN,184,8e-44,184,1,,gb|EU460019.1|,1399,EU460019,"Uncultured bacterium clone COL_aai13a02 16S r",BLASTN,184,8e-44,184,1,,gb|GQ897552.1|,1477,GQ897552,"Uncultured bacterium clone A2-26 16S ribosoma",BLASTN,176,2e-41,176,1,,emb|FP078362.1|,1006,FP078362,"16S rDNA sequence amplified from human fecal ",BLASTN,176,2e-41,176,1,,gb|EU531939.1|,1432,EU531939,"Uncultured bacterium clone FMFRc5_516 16S rib",BLASTN,176,2e-41,176,1,,gb|AY862393.1|,0,AY862393,"Uncultured bacterium clone HuDI53 16S ribosom",BLASTN,176,2e-41,,0,,gb|AY791199.1|,0,AY791199,"Uncultured bacterium clone PBg1-067 16S ribos",BLASTN,170,1e-39,,0,,gb|GQ451218.1|,0,GQ451218,"Uncultured bacterium clone J82 16S ribosomal ",BLASTN,168,5e-39,,0,,gb|EU463524.1|,0,EU463524,"Uncultured bacterium clone horsem_aai95d07 16",BLASTN,168,5e-39,,0,,gb|EF700926.1|,0,EF700926,"Uncultured Firmicutes bacterium clone MS025A1",BLASTN,168,5e-39,,0,,gb|EU772387.1|,0,EU772387,"Uncultured bacterium clone BAZ_aah90e12 16S r",BLASTN,165,7e-38,,0,
070537_237,070537_237,136,,2147483647,10243453,20,dbj|AB191019.1|,504,AB191019,"Uncultured Gram-positive bacterium gene for 1",BLASTN,242,4e-61,242,1,,gb|GQ296565.1|,628,GQ296565,"Uncultured bacterium clone 16saw58-3e08.w2k 1",BLASTN,238,6e-60,238,1,,gb|DQ326597.1|,1346,DQ326597,"Uncultured bacterium clone E031 16S ribosomal",BLASTN,230,1e-57,230,1,,gb|EU456913.1|,811,EU456913,"Uncultured bacterium clone K80N3_95a12 16S ri",BLASTN,222,3e-55,222,1,,gb|EF604546.1|,1463,EF604546,"Uncultured bacterium clone 16saw38-2g02.p1k 1",BLASTN,222,3e-55,222,1,,gb|EF603422.1|,1462,EF603422,"Uncultured bacterium clone 16saw29-1b01.p1k 1",BLASTN,222,3e-55,222,1,,gb|EF603421.1|,1463,EF603421,"Uncultured bacterium clone 16saw29-1a11.w2k 1",BLASTN,222,3e-55,222,1,,gb|EF603366.1|,1450,EF603366,"Uncultured bacterium clone 16saw28-1d01.p1k 1",BLASTN,222,3e-55,222,1,,gb|EF603365.1|,1449,EF603365,"Uncultured bacterium clone 16saw28-1c09.p1k 1",BLASTN,222,3e-55,222,1,,gb|EF603286.1|,1458,EF603286,"Uncultured bacterium clone 16saw27-1c04.p1k 1",BLASTN,222,3e-55,222,1,,gb|EF603285.1|,0,EF603285,"Uncultured bacterium clone 16saw27-2f11.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603284.1|,0,EF603284,"Uncultured bacterium clone 16saw27-1b05.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603283.1|,0,EF603283,"Uncultured bacterium clone 16saw27-2a01.w2k 1",BLASTN,222,3e-55,,0,,gb|EF603282.1|,0,EF603282,"Uncultured bacterium clone 16saw27-2g11.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603281.1|,0,EF603281,"Uncultured bacterium clone 16saw27-2f02.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603280.1|,0,EF603280,"Uncultured bacterium clone 16saw27-2b03.p1k 1",BLASTN,222,3e-55,,0,
076116_198,076116_198,163,,2147483647,10243453,20,gb|FJ368185.1|,1352,FJ368185,"Uncultured bacterium clone TS3_a01c04 16S rib",BLASTN,276,3e-71,276,1,,gb|FJ367905.1|,1353,FJ367905,"Uncultured bacterium clone TS2_a04h10 16S rib",BLASTN,276,3e-71,276,1,,gb|FJ367842.1|,778,FJ367842,"Uncultured bacterium clone TS2_a04c02 16S rib",BLASTN,276,3e-71,276,1,,gb|FJ367792.1|,780,FJ367792,"Uncultured bacterium clone TS2_a03f06 16S rib",BLASTN,276,3e-71,276,1,,gb|FJ367670.1|,776,FJ367670,"Uncultured bacterium clone TS2_a02b10 16S rib",BLASTN,276,3e-71,276,1,,gb|FJ367577.1|,779,FJ367577,"Uncultured bacterium clone TS2_a01b09 16S rib",BLASTN,276,3e-71,276,1,,dbj|AB262678.1|,516,AB262678,"Firmicutes bacterium EG20 gene for 16S riboso",BLASTN,276,3e-71,276,1,,dbj|AB075659.1|,516,AB075659,"Uncultured chicken cecal bacterium gene for 1",BLASTN,276,3e-71,276,1,,gb|DQ057480.1|,1449,DQ057480,"Bacterium ic1391 16S ribosomal RNA gene, part",BLASTN,276,3e-71,276,1,,gb|FJ369113.1|,1352,FJ369113,"Uncultured bacterium clone TS4_a04d06 16S rib",BLASTN,268,8e-69,268,1,,gb|FJ367818.1|,0,FJ367818,"Uncultured bacterium clone TS2_a03h11 16S rib",BLASTN,268,8e-69,,0,,gb|FJ367596.1|,0,FJ367596,"Uncultured bacterium clone TS2_a01d04 16S rib",BLASTN,268,8e-69,,0,,gb|DQ071518.1|,0,DQ071518,"Uncultured bacterium clone TuCc25 16S ribosom",BLASTN,252,5e-64,,0,,gb|EF025246.1|,0,EF025246,"Uncultured bacterium clone B5_F8 16S ribosoma",BLASTN,252,5e-64,,0,,gb|EF025245.1|,0,EF025245,"Uncultured bacterium clone B5_F7 16S ribosoma",BLASTN,252,5e-64,,0,,gb|EF025244.1|,0,EF025244,"Uncultured bacterium clone B5_F6 16S ribosoma",BLASTN,252,5e-64,,0,
